name,Age,Team & Contract,ID,Best position,Value(Euros),Wage(K),Release clause(euros in millions),Height,Weight,foot,Best overall,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace
Luismi Cruz RM CAM LM,22,"Tenerife
Jun 30, 2024 On loan",277069,LM,3.6,12000,0,"166cm / 5'5""",62kg / 137lbs,Left,71,283,60,63,44,64,52,356,77,72,70,62,75,396,87,79,85,54,91,293,60,58,64,49,62,266,39,44,63,65,55,78,148,47,52,49,60,9,14,13,10,14,1802,384,1,83,61,64,77,48
S. Dahl LB,20,"Djurgården
2023 ~ 2026",277252,LB,2.3,2000,3.3,"171cm / 5'7""",72kg / 159lbs,Left,67,244,65,35,47,58,39,258,63,41,42,45,67,342,78,82,62,56,64,264,36,60,78,52,38,276,57,56,60,59,44,54,187,52,67,68,57,8,15,9,12,13,1628,355,1,80,38,56,63,58
B. Rice CDM,16,"Rangers
2021 ~ 2026",277266,CM,875000,500,2.5,"180cm / 5'11""",70kg / 154lbs,Left,60,222,37,31,50,67,37,277,58,52,38,64,65,313,53,61,66,59,74,253,52,50,55,52,44,253,62,52,41,56,42,68,160,52,56,52,46,5,11,8,11,11,1524,322,1,57,39,56,62,53
Junior Zé LM,17,"Basel
2023 ~ 2025",277270,RM,675000,500,1.7,"178cm / 5'10""",71kg / 157lbs,Right,61,226,52,46,37,52,39,272,71,47,44,45,65,359,80,79,77,50,73,269,58,56,57,55,43,208,35,22,48,52,51,55,75,26,25,24,47,10,7,7,11,12,1456,323,1,79,48,50,68,26
O. Liimatta CAM,18,"Famalicão
2023 ~ 2027",277310,CAM,1.7,900,4.6,"169cm / 5'7""",63kg / 139lbs,Left,67,294,62,54,53,70,55,323,67,63,56,68,69,356,73,70,60,66,87,231,60,51,44,36,40,259,41,31,58,68,61,67,147,40,52,55,59,10,12,14,9,14,1669,344,1,71,53,67,68,45
F. Esposito ST,18,"Spezia
Jun 30, 2024 On loan",277327,ST,1000000,5000,0,"189cm / 6'2""",76kg / 168lbs,Right,64,262,31,68,63,55,45,262,57,51+7,65+24,33,56,288,58,61,58,63,48,324,65,70,54,71,64,229,38,14,60,49,68,54,59,16,21,22,42,6,10,7,7,12,1466,310,1,60,65,46,57,22
S. Sidibé CM,16,"Stoke City
2023 ~ 2026",277365,RM,300000,550,870000,"177cm / 5'10""",72kg / 159lbs,Right,57,225,41,47,40,56,41,237,53,42,38,53,51,352,75,80,74,52,71,297,66,57,61,64,49,239,55,45,47,54,38,45,131,40,49,42,41,5,10,7,8,11,1522,339,1,78,50,51,55,44
João Muniz CB LB,18,"Sporting CP
2023 ~ 2028",277500,CB,1.9,1000,5000000,"187cm / 6'2""",73kg / 161lbs,Left,68,218,48,23,65,49,33,203,35,48,30,42,48,306,71,68,47,60,60,277,54,73,58,66,26,255,70,68,32,40,45,61,208,68,72,68,57,7,15,14,11,10,1524,324,1,69,32,45,44,69
S. Amo-Ameyaw LW RW,16,"Southampton
2023 ~ 2026",277561,LM,825000,2000,2.1,"166cm / 5'5""",61kg / 134lbs,Left,62,252,56+1,54,44,55,43,279,64,60+1,46,48,61,379,80+2,78+2,81,56+1,84,252,58,46+1,59,37,52,220,36,26,55+1,52,51,59,77,23,28,26,43,9,8,9,11,6,1502,322,1,79,54,53,65,28
N. Miroshi LB CB CDM,20,"Shakhtar Donetsk
2022 ~ 2025",269899,LB,2.1,500,5000000,"182cm / 6'0""",74kg / 163lbs,Left,67,268,63,39,61,67,38,300,63,49,62,62,64,350,72,75,71,62,70,338,65,76,74,72,51,295,77,63,60,62,33,55,186,61,65,60,50,11,9,10,7,13,1787,385,1,74,47,63,64,63
K. Borys CDM,16,"Westerlo
2024 ~ 2026",269973,CDM,600000,500,1.5,"175cm / 5'9""",62kg / 137lbs,Left,60,244,51,46,41,58,48,285,60,55,52,54,64,341,64,63,78,45,91,242,57,35,60,34,56,272,56,60,51,54,51,64,178,59,60,59,51,8,9,13,8,13,1613,336,1,63,51,55,64,58
Samuel Soares GK,21,"Benfica
2021 ~ 2027",270060,GK,2.6,3000,6.8,"190cm / 6'3""",91kg / 201lbs,Right,68,98,12,9,14,55,8,120,14,13,13,60,20,264,60,57,57,63,27,263,59,73,33,75,23,136,31,22,8,60,15,24,41,14,13,14,348,68,65,79,64,72,1270,407,1,68,65,79,72,59
M. Sylla LM RM CM,24,"Arouca
2022 ~ 2025",270072,RM,3.2,6000,7000000,"170cm / 5'7""",67kg / 148lbs,Right,73,308,63,58,60,72,55,340,76,61,65,66,72,360,76,76,65,66,77,356,78,70,81,55,72,327,58,66,72,65,66,67,180,55,65,60,54,10,15,11,11,7,1925,406,1,76,66,67,73,61
K. Koulierakis CB,19,"PAOK
2022 ~ 2025",270077,CB,4.7,500,11.3,"185cm / 6'1""",78kg / 172lbs,Left,74,242,42,24,73,69,34,289,62,52,38,70,67,320,68,70,52,71,59,354,75,80,66,73,60,262,72,71,34,41,44,66,213,71,72,70,50,8,8,13,10,11,1730,373,1,69,43,56,63,71
S. Giordano LB LM CM,21,"Sampdoria
2022 ~ 2026",270088,LM,1.3,700,2.3,"184cm / 6'0""",76kg / 168lbs,Left,65,260,55,50,46,62,47,297,64,58,57,56,62,357,75,77,68,67,70,291,59,60,71,55,46,289,49,58,57,69,56,64,174,59,57,58,44,12,9,8,6,9,1712,368,1,76,52,61,64,57
N. Thomas LW RW,20,"Viborg
2023 ~ 2026",270345,RM,1.9,3000,2.8,"177cm / 5'10""",77kg / 170lbs,Right,67,290,64,65,40,65,56,305,75,60,50,50,70,355,84,82,61,56,72,274,65,61,46,57,45,244,48,23,56,50,67,57,79,24,28,27,54,11,12,6,11,14,1601,352,1,83,60,59,70,27
K. Peersman GK,19,"PSV
2020 ~ 2026",270351,GK,750000,900,1.5,"194cm / 6'4""",71kg / 157lbs,Right,61,70,10,8,14,29,9,61,9,13,12,16,11,135,15,31,23,44,22,152,46,36,23,42,5,83,17,11,7,38,10,25,32,8,13,11,310,61,64,61,61,63,843,331,1,61,64,61,63,21
B. Bouanani RW CF,18,"Lorient
Jun 30, 2024 On loan",270465,CAM,2.9,8000,0,"177cm / 5'10""",68kg / 150lbs,Left,71,310,69,66,45,72,58,328,72,65,55,65,71,350,72,71,72,58,77,290,65,56,60,50,59,259,38,26,68,68,59,67,92,28,34,30,55,10,7,9,14,15,1684,355,1,71,64,68,71,31
D. Pejčinović ST,18,"VfL Wolfsburg
2022 ~ 2027",270532,ST,825000,3000,1.9,"188cm / 6'2""",78kg / 172lbs,Left,63,271,40,65,63,58,45,257,61,46,39,48,63,293,62,54,65,60,52,297,60,67,54,63,53,248,52,21,62,60,53,57,57,16,23,18,46,6,8,7,15,10,1469,314,1,58,60,52,61,24
Y. Yarmoliuk CAM CM RW,19,"Brentford
2022 ~ 2028",270608,CAM,2.9,11000,6.1,"180cm / 5'11""",72kg / 159lbs,Right,70,293,64,64,41,72,52,326,73,53,63,66,71,324,69,66,62,58,69,300,68,56,64,62,50,296,69,31,67,69,60,67,156,49,55,52,40,9,9,5,9,8,1735,377,1,67,61,68,70,47
M. Doumbia CM CAM CDM,19,"Antwerp
2023 ~ 2027",270613,CAM,1.2,3000,2.6,"186cm / 6'1""",66kg / 146lbs,Right,69,277,54,60,43,68,52,310,74,61,43,62,70,375,79,73,85,53,85,323,71,61,64,60,67,251,45,52,54,65,35,61,137,38,50,49,32,6,7,6,6,7,1705,377,1,76,62,62,73,46
R. Flamingo CDM CB,20,"FC Utrecht
Jun 30, 2024 On loan",270633,CB,3.3,6000,0,"185cm / 6'1""",73kg / 161lbs,Right,72,307,57,57,70,70,53,278,61,52,34,66,65,332,69,62,66,69,66,359,71,77,79,74,58,328,70,69,63,58,68,68,208,68,71,69,51,13,11,14,5,8,1863,396,1,65,61,62,64,69
N. Benbouali ST,23,"Sporting Charleroi
2022 ~ 2025",270825,ST,1.1,4000,1.9,"190cm / 6'3""",81kg / 179lbs,Left,67,304,42,67,69,64,62,248,54,42,47,41,64,285,57,70,56,58,44,335,65,77,55,81,57,283,59,18,70,66,70,65,53,15,23,15,37,7,12,6,7,5,1545,334,1,64,65,55,57,23
I. Salah ST LW,21,"Rennes
2023 ~ 2027",270828,ST,3.2,16000,6.7,"186cm / 6'1""",70kg / 154lbs,Right,71,302,52,71,55,63,61,288,74,53,45,43,73,350,68,77,69,66,70,337,69,70,65,71,62,273,61,27,72,57,56,59,79,28,28,23,47,8,11,6,15,7,1676,365,1,73,68,55,72,30
A. Kjelsen CB,17,"Vålerenga
2021 ~ 2025",270858,CB,600000,500,1.4,"185cm / 6'1""",75kg / 165lbs,Right,60,209,32,27,58,54,38,217,51,36,28,49,53,311,68,68,64,51,60,264,52,67,52,64,29,233,58,58,39,44,34,54,174,57,60,57,45,8,6,9,8,14,1453,319,1,68,34,45,54,58
S. Borza LB LM,17,"Rapid Bucuresti
2023 ~ 2027",270863,LWB,2000000,500,3.1,"183cm / 6'0""",72kg / 159lbs,Left,68,295,64,58,50,66-2,57,306,62-3,64,53,62,65-1,367,74,79,75,64,75,333,68,66,71,64,64,289,59,63,59,64,44,64,188,62,63-1,63,42,9,7,8,7,11,1820,393,1,77,61,64,65,61
Diego Callai GK,18,"Sporting CP
2022 ~ 2027",270865,GK,1.6,500,4.2,"190cm / 6'3""",88kg / 194lbs,Right,65,52,11,5,11,20,5,68,8,11,12,23,14,163,22,22,35,61,23,180,46,50,21,57,6,65,16,12,4,21,12,38,31,9,11,11,318,65,65,61,61,66,877,340,1,65,65,61,66,22
A. Mazilu RM LM,17,"Vitesse
Jun 30, 2024 On loan",270867,CAM,2.5,3000,0,"180cm / 5'11""",72kg / 159lbs,Left,68,288,56,67,47,64,54,306,69,69,51,48,69,361,79,82,77,58,65,316,68,60,68,53,67,257,44,34,64,60,55,64,96,37,34,25,53,8,13,11,7,14,1677,365,1,81,66,59,69,35
23 D. Leidner LB,20,"Austria Wien
2022 ~ 2026",270978,LWB,2.8,5000,4.6,"178cm / 5'10""",68kg / 150lbs,Left,69,265,71,53,48,61,32,285,67,68,33,52,65,381,85,87,76,59,74,291,48,62,76,56,49,252,51,61,48,57,35,63,190,62,67,61,57,8,14,9,13,13,1721,384,1,86,49,60,67,62
D. Kameri CAM CM RW,19,"Grasshopper
Jun 30, 2024 On loan",270999,CAM,2.4,4000,0,"184cm / 6'0""",76kg / 168lbs,Right,69,300,58,61,52,65,64,336,72,69,63,61,71,352,76,73,75,58,70,344,74,69,64,65,72,288,55,42,58,65,68,53,110,28,41,41,55,15,14,5,11,10,1785,374,1,74,66,63,70,38
P. Nuamah CM CAM,17,"Brescia
2022 ~ 2025",271013,CAM,550000,500,1.2,"179cm / 5'10""",72kg / 159lbs,Right,64,289,56,53,56,66,58,311,62,67,57,63,62,350,77,77,67,59,70,317,67,72,58,62,58,289,65,56,54,58,56,58,169,56,57,56,46,6,12,9,14,5,1771,377,1,77,57,62,63,56
T. Cervera ST LW,20,"Rosario Central
2023 ~ 2026",271026,ST,1.6,4000,2.7,"180cm / 5'11""",79kg / 174lbs,Left,67,298,62,68,55,56,57,279,67,53,39,54,66,359,74,76,76,58,75,320,63,71,55,70,61,248,45,22,69,54,58,56,84,21,32,31,48,6,11,12,9,10,1636,353,1,75,65,56,67,29
R. Pop RM LM,18,"UTA Arad
2022 ~ 2027",271172,CAM,1.8,850,3.6,"177cm / 5'10""",60kg / 132lbs,Left,66,263,57,60,30,64,52,289,65,56,50,54,64,363,83,72,73,59,76,260,55,45,67,36,57,230,35,21,63,64,47,63,72,24,22,26,39,8,7,14,5,5,1516,329,1,77,58,60,66,24
M. Olakigbe LW RW,19,"Peterborough United
Jun 30, 2024 On loan",271173,ST,1000000,6000,0,"180cm / 5'11""",73kg / 161lbs,Right,63,260,52,61,53,53,41,257,66,38,41,48,64,334,78,74,63,56,63,321,64,70,63,64,60,250,56,29,58,53,54,54,96,32,33,31,39,5,5,12,9,8,1557,347,1,76,60,51,64,34
M. Mbaye CB,25,"Cádiz
2017 ~ 2024",271222,CB,2.2,14000,5.1,"193cm / 6'4""",81kg / 179lbs,Right,72,258,53,23,72,71,39,235,32,50,30,59,64,263,56,59,41,58,49,277,50,75,61,72,19,234,69,69,23,41,32,58,215,70,74,71,48,15,12,11,5,5,1530,330,1,58,29,57,46,71
Augusto Dabó LB LWB,20,"Boavista
2023 ~ 2024",271287,LB,525000,2000,1.2,"186cm / 6'1""",77kg / 170lbs,Left,60,207,56,27,46,48,30,222,62,38,36,41,45,337,74,76,55,57,75,217,36,53,48,48,32,240,54,57,49,39,41,50,178,51,62,65,36,8,7,5,7,9,1437,314,1,75,32,46,56,56
M. Jurásek RW LW,19,"Slavia Praha
2022 ~ 2027",271296,LM,6.5,700,15.6,"181cm / 5'11""",73kg / 161lbs,Left,74,328,70,71+1,55,67,65,344,75-2,69+5,65,61,74-1,379,80+2,82,76,69+1,72,363,74,74+1,73,70,72,315,67,51,69,67,61,73,160,57,53,50,48,9,13,7,7,12,1937,417,1,81,71,67,74,54
M. De Lima RW RM LM,19,"Bordeaux
2023 ~ 2026",271305,LM,1.1,1000,2.6,"164cm / 5'5""",54kg / 119lbs,Left,66,261,60,57,30,68,46,294,67,59,41,59,68,351,69,70,60,59,93,221,59,37,51,38,36,224,29,17,62,65,51,62,77,24,24,29,51,11,10,13,11,6,1479,316,1,70,53,63,67,24
E. Corvi GK,22,"Parma
2020 ~ 2025",271385,GK,475000,550,855000,"187cm / 6'2""",70kg / 154lbs,Left,60,76,13,8,11,35,9,95,7,13,18,41,16,193,25,26,38,55+20,49,180,46+2,47+1,24,54,9,94,28,6,9,39,12,25,37,7,17,13,300,63+1,61,61+2,56,59+2,975,325,1,63,61,61,59,25
K. Etta Eyong ST,19,"Cádiz
2022 ~ 2025",271414,ST,1.1,4000,2.5,"181cm / 5'11""",75kg / 165lbs,Right,65,295,43,68+35,58+15,64,62+29,251,61+10,30,39,56,65,325,67+4,69+5,58,58+7,73,310,64,71+12,45,72,58+17,232,58-8,21-42,57+17,51-5,45+7,50-4,71,25-44,22-43,24-46,55,14,12,10,8,11,1539,335,1,68,63,53,62,27
J. Williams RB RWB,20,"Birmingham City
2021 ~ 2024",271462,RB,675000,2000,1.4,"182cm / 6'0""",73kg / 161lbs,Right,61,249,59,44,50,56,40,256,57,56,41,47,55,342,74,82,66,57,63,274,48,65,58,60,43,266,62,55,54,50,45,52,171,55,59,57,45,10,9,7,6,13,1603,349,1,78,45,53,57,56
A. Bianco CM,20,"Reggiana
Jun 30, 2024 On loan",271477,CM,1.9,10000,0,"173cm / 5'8""",67kg / 148lbs,Right,68,257,48,37,59,73,40,291,66,41,42,72,70,330,61,53,65,70,81,256,61,49,62,35,49,285,63,57,50,67,48,60,178,55,64,59,38,5,6,10,7,10,1635,342,1,57,46,64,68,59
J. Louis-Jean RB LB,19,"Bordeaux
2022 ~ 2025",271497,RB,675000,800,1.4,"175cm / 5'9""",66kg / 146lbs,Right,61,207,46,28,50,57,26,234,57,44,30,49,54,327,72,67,57,57,74,210,23,55,63,47,22,251,59,58,48,45,41,46,185,60,64,61,41,12,6,8,6,9,1455,315,1,69,27,49,56,60
Pablo Cuñat GK,21,"Amorebieta
Jun 30, 2024 On loan",271532,GK,1.7,2000,0,"188cm / 6'2""",78kg / 172lbs,Left,66,72,14,7,13,29,9,77,11,14,11,26,15,177,22,29,28,62,36,186,42,54,19,63,8,112,26,14,5,56,11,52,33,8,12,13,322,66,65,56,65,70,979,347,1,66,65,56,70,25
J. Hinchy CM CDM,20,"Shrewsbury Town
2021 ~ 2024",271603,CM,300000,1000,713000,"180cm / 5'11""",70kg / 154lbs,Right,57,237,43,39,50,60,45,244,55,40,39,58,52,294,61,65,50,53,65,259,55,49,59,48,48,257,60,43,52,57,45,40,147,42,50,55,47,9,6,11,15,6,1485,315,1,63,45,54,53,47
L. Sousa LB LM,18,"Plymouth Argyle
Jun 30, 2024 On loan",271808,LB,500000,3000,0,"185cm / 6'1""",70kg / 154lbs,Left,58,231,56,33,51,55,36,255,57,57,37,49,55,297,62,66,60,52,57,258,55,58,51,59,35,238,45,55,48,55,35,59,172,57,57,58,48,14,8,7,10,9,1499,324,1,64,39,54,57,56
M. Agnarsson LB LW,19,"Viborg
2022 ~ 2025",271815,LM,325000,850,609000,"172cm / 5'8""",65kg / 143lbs,Left,57,232,55,45,40,55,37,247,58,45,36,52,56,330,66,68,72,53,71,207,37,36,55,39,40,223,39,49,51,42,42,52,143,44,52,47,54,14,11,8,8,13,1436,309,1,67,42,51,59,47
N. Paz CB RB,20,"Unión Santa Fe
2022 ~ 2026",271969,CB,2.9,5000,4.9,"180cm / 5'11""",79kg / 174lbs,Right,71,261,63,34,64,63,37+1,250,54,47,35,56,58,348,70,72,66,66,74+1,309,49,78,65,78,39,284,84,63,47+1,44+1,46,59,210,66,68,76,51,14,8,7,14,8,1713,367,1,71,39,56,58,67
L. Chambers LB CB LWB,19,"Wigan Athletic
Jun 30, 2024 On loan",271976,LB,1000000,7000,0,"185cm / 6'1""",74kg / 163lbs,Left,62,233,56,36,50,59,32,260,63,44,43,50,60,306,69,64,53,61,59,240,32,59,56,57,36,262,57,62,40,55,48,48,183,59,63,61,41,5,10,12,6,8,1525,334,1,66,36,55,60,60
A. Lescano CM CAM,21,"Argentinos Juniors
2023 ~ 2027",272350,CAM,5000000,8000,8.5,"182cm / 6'0""",67kg / 148lbs,Left,74,336,66,68,59,74,69,366,71,73,74,70,78,342,66,65,72,70,69,352,73,68,72,67,72,339,68,62,70,75,64,67,187,57,67,63,47,11,6,8,11,11,1969,411,1,65,70,72,73,62
S. Armstrong ST LW,20,"Queens Park Rangers
2020 ~ 2024",272365,ST,1.4,4000,3.5,"182cm / 6'0""",80kg / 176lbs,Right,66,284,53,62-1,56,54,59,263,61-1,57,40,46,59,359,88,90,62,60,59,353,75+2,86,58,82,52-2,271,75,25,58-4,55,58,50,53,18,15,20,46,8,9,8,9,12,1629,361,1,89,62,52,60,23
Dani Pérez CM CAM,17,"Real Betis
2022 ~ 2025",272487,CAM,1000000,500,2.7,"173cm / 5'8""",65kg / 143lbs,Right,66,266,58,55,42,69,42,309,67,57,50,66,69,341,72,56,80,52,81,239,52,43,44,39,61,271,59,49,52,65,46,56,155,50,52,53,47,7,9,8,8,15,1628,343,1,63,54,64,68,50
C. Baleba CDM CM,19,"Brighton & Hove Albion
2023 ~ 2028",272500,CM,3.6,18000,7.6,"179cm / 5'10""",75kg / 165lbs,Left,71,262,42,42,62,73,43,312,72,53,43,70,74,370,74,79,73,69,75,335,66,77,65,74,53,313,65,67,64,67,50,65,195,62,67,66,52,11,6,8,14,13,1839,398,1,77,51,63,72,65
S. Ghojaehmet LW ST,16,"Shenzhen
2022 ~ 2024",272622,RM,325000,500,707000,"179cm / 5'10""",62kg / 137lbs,Right,57,203,42,41,37,48,35,227,61,35,33,43,55,367,81,74,80,58,74,233,45,45,63,43,37,227,45,37,53,48,44,42,100,32,37,31,52,10,15,9,11,7,1409,308,1,77,41,45,61,35
D. Alfonsi CM,16,"Varberg BoIS
2022 ~ 2025",272683,CAM,300000,500,675000,"174cm / 5'9""",64kg / 141lbs,Right,58,230,41,48,40,57,44,254,55,45,43,54,57,335,72,70,69,52,72,251,58,45,49,47,52,242,50,41,48,57,46,55,120,38,42,40,48,12,13,6,11,6,1480,320,1,71,51,52,58,40
B. Wales ST,18,"Kilmarnock
2021 ~ 2024",272736,ST,1000000,650,2.8,"185cm / 6'1""",64kg / 141lbs,Right,63,247,32,60,63,58,34,233,53,48,32,39,61,344,75,79,62,61,67,305,61,74,52,65,53,241,44,24,60,50,63,59,44,18,11,15,52,14,8,7,13,10,1466,319,1,77,58,47,58,21
B. Humphreys CB,20,"Swansea City
Jun 30, 2024 On loan",272777,CB,2.3,18000,0,"187cm / 6'2""",79kg / 174lbs,Left,69,227,43,23,64,65,32,227,51,39,36,48,53,330,67,63,63,65,72,277,45,73,56,71,32,251,68,64,32,44,43,53,205,67,71,67,59,13,7,12,13,14,1576,336,1,65,31,51,55,67
Félix CB LB,19,"Amorebieta
Jun 30, 2024 On loan",272788,CB,2.3,4000,0,"184cm / 6'0""",77kg / 170lbs,Left,69,230,50,18,65,66,31,203,27,25,26,60,65,314,64,64,51,66,69,256,38,70,61,68,19,229,64,68,25,34,38,48,201,67,69,65,44,13,5,6,9,11,1477,318,1,64,24,51,46,67
R. Květ CM CDM,25,"Sivasspor
Jun 30, 2024 On loan",272872,CAM,1.7,500,0,"187cm / 6'2""",84kg / 185lbs,Right,73,328,68,71,49,74,66,338,71,64,69,63,71,343,73,72,71,71,56,377,80,71,78,76,72,326,61,62,65,70,68,69,173,58,59,56,52,14,11,6,10,11,1937,415,1,72,72,70,70,58
A. Engels CM CDM,19,"FC Augsburg
2023 ~ 2027",272874,CM,5000000,11000,10000000,"185cm / 6'1""",78kg / 172lbs,Right,74,321,70,62,57,77,55,360,75,73,68,70,74,358,70,66,76,71,75,347,74,68,79,65,61,337,76,65,63,73,60,66,186,62,64,60,56,11,12,8,12,13,1965,413,1,68,64,73,74,63
D. Puebla CAM RM LM,20,"Instituto
2023 ~ 2025",272912,ST,1.4,2000,2.4,"160cm / 5'3""",60kg / 132lbs,Right,68,300,52,78,56,66,48,306,72,52,54,66,62,352,69,69,66,64,84,297,72,64,32,59,70,241,38,16,55,58,74,49,66,25,23,18,59,7,15,12,13,12,1621,341,1,69,72,60,67,25
M. Monamay CB CDM,17,"Bayer 04 Leverkusen
2023 ~ 2025",272924,CDM,725000,500,2000000,"185cm / 6'1""",72kg / 159lbs,Right,62,203,35,21,60,59,28,260,62,47,32,58,61,322,67,67,63,62,63,252,45,64,62,56,25,230,47,63,35,45,40,45,188,58,64,66,49,14,10,8,7,10,1504,324,1,67,29,49,61,62
Luizão CB,21,"West Ham United
2023 ~ 2026",272936,CB,2.5,15000,5.3,"187cm / 6'2""",80kg / 176lbs,Left,70,225,45,30,65,54,31,225,46,44,32,49,54,303,62,58,67,65,51,298,55,75,53,76,39,282,78,71,43,50,40,57,203,66,67,70,51,9,12,9,12,9,1587,338,1,60,38,49,52,68
M. Abaldo RM CAM,19,"Gimnasia La Plata
2022 ~ 2026",272939,CAM,2.2,3000,3.7,"172cm / 5'8""",60kg / 132lbs,Left,68,286,56,62,50,69,49,307,70,56,52,59,70,335,74,71,69,55,66,303,57,59,73,51,63,255,26,45,62,67,55,50,85,20,22,43,50,9,14,10,9,8,1621,346,1,72,60,63,68,31
R. Owusu-Oduro GK,18,"AZ Alkmaar
2020 ~ 2028",272958,GK,1.6,500,3.4,"188cm / 6'2""",82kg / 181lbs,Right,65,62,13,6,12,25,6,64,10,10,11,23,10,180,28,19,39,63,31,193,45,52,30,57,9,76,16,11,5,27,17,35,29,5,13,11,316,65,60,60,64,67,920,340,1,65,60,60,67,24
J. Low CB,21,"Wycombe Wanderers
2023 ~ 2025",273020,CB,825000,2000,1.5,"196cm / 6'5""",91kg / 201lbs,Right,66,184,27,25,67,44,21,179,43,31,22,42,41,228,49,56,34,55,34,268,43,66,55,85,19,236,78,61,31,32,34,47,185,62,63,60,56,12,14,8,8,14,1336,296,1,53,28,36,42,62
J. Domina ST,17,"Unión Santa Fe
2023 ~ 2025",273051,ST,2.8,1000,6000000,"171cm / 5'7""",72kg / 159lbs,Right,70,315,56+2,71+1,58,62,68+3,299,70,49,51+4,59,70,401,87,83,88,61+2,82,318,72+2,67,57,49,73+2,268,45,43,67,53,60,54,107,35,35,37,40,8,11,8,7,6,1748,374,1,85,71,57,71,39
T. Waddingham ST,18,"Brisbane Roar
2022 ~ 2024",273082,ST,575000,500,1.1,"185cm / 6'1""",75kg / 165lbs,Left,61,255,39,58,56,46,56,216,49,42,39,35,51,347,73,77,67,62,68,322,61,74,66,72,49,251,58,34,61,45,53,53,103,30,39,34,59,14,14,10,13,8,1553,332,1,75,57,42,53,37
Danilo CDM CM,22,"Nottingham Forest
2023 ~ 2029",273106,CDM,10.5,44000,20.7,"176cm / 5'9""",69kg / 152lbs,Left,77,299,52,64,60,79,44,327,63,58,56,74,76,370,70,70,77,77,76,340,68,68,84,60,60,338,77,79,62,65,55,57,215,72,75,68,41,10,6,8,6,11,1930,412,1,70,62,68,69,73
B. Meïté CB,22,"Olympique de Marseille
Jun 30, 2024 On loan",264401,CB,2.6,9000,0,"183cm / 6'0""",75kg / 165lbs,Right,71,205,34,26,68,49,28,190,36,35,28,35,56,267,48,64,35,62,58,282,54,66,65,69,28,251,72,69,33,35,42,55,217,70,75,72,54,9,8,14,14,9,1466,313,1,57,33,39,45,71
C. Setford GK,19,"Ajax
2020 ~ 2027",264415,GK,625000,750,1.5,"193cm / 6'4""",84kg / 185lbs,Right,60,86,14,11,16,33,12,102,11,19,14,35,23,174,31,25,27,53,38,171,45,43,20,55,8,86,19,9,8,38,12,42,33,8,13,12,297,61,56,60,61,59,949,326,1,61,56,60,59,29
M. Abline ST LM,20,"Nantes
Jun 30, 2024 On loan",264422,ST,2.8,16000,0,"182cm / 6'0""",81kg / 179lbs,Right,71,313,41,73,68,64,67,302,71,60,47,53,71,365,79,75,76,59,76,329,69,76,55,62,67,242,33,14,70,53,72,66,60,20,22,18,60,13,14,12,12,9,1671,353,1,77,71,55,71,24
Gabri Martínez RM LM,20,"Mirandés
Jun 30, 2024 On loan",264438,RM,2.5,6000,0,"185cm / 6'1""",75kg / 165lbs,Right,68,286,63,68,40,65,50,293,69,54,40,60,70,366,82,78,80,60,66,285,63,58,55,54,55,244,45,20,55,60,64,55,94,31,30,33,49,9,12,12,8,8,1617,356,1,80,63,61,69,30
A. Boakye CAM ST RW,22,"Wolfsberger AC
2021 ~ 2027",264441,CAM,1.4,4000,2.3,"178cm / 5'10""",70kg / 154lbs,Left,68,274,57,65,38,66,48,289,70,53,48,50,68,391,83,85,85,57,81,281,60,56,62,51,52,235,33,18,59,65,60,50,82,32,22,28,51,10,10,11,14,6,1603,350,1,84,60,60,70,26
O. Dodgson LWB LB CB,20,"Dundee
Jun 30, 2024 On loan",264505,LWB,825000,5000,0,"178cm / 5'10""",70kg / 154lbs,Left,62,259,65+3,39,55,57,43+4,301,57-3,66,59,60+8,59-2,316,67-5,72+5,59,52,66,312,67+10,66-3,70+7,65,44,257,58,58,51,59+8,31,48,171,56-3,59,56,48,6,11,13,9,9,1664,356,1,70,46,60,58,57
J. Abankwah CB RB,19,"Udinese
2022 ~ 2026",264509,CB,450000,1000,900000,"182cm / 6'0""",79kg / 174lbs,Right,60,205,45,27,53,55,25,211,53,29,29,52,48,315,70,70,64,50,61,271,39,69,64,73,26,203,66,54,27,25,31,51,167,57,55,55,55,14,10,13,7,11,1427,320,1,70,29,44,53,55
S. Curtis RB CB,17,"Sheffield United
2024 ~ 2027",264514,RB,950000,500,2.5,"185cm / 6'1""",76kg / 168lbs,Right,62,237,59,37,56,56,29,230,57,35,26,53,59,315,70,66,65,54,60,257,30,64,80,59,24,255,63,53,52,48,39,53,174,56,60,58,47,13,7,7,7,13,1515,333,1,68,33,52,58,57
